지점,지점명,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
108,서울,2017-04-01,4.8,15.1,1,2.1,60.5
108,서울,2017-04-02,3.1,15.8,,2.1,53.1
108,서울,2017-04-03,4.3,19.2,,2.1,45.6
108,서울,2017-04-04,6.7,21.8,,2,35.3
108,서울,2017-04-05,10.8,14.2,37.5,2.4,66
108,서울,2017-04-06,9.4,12.4,3,2.4,90
108,서울,2017-04-07,9,23.5,,2.1,68.1
108,서울,2017-04-08,8.6,19.9,.5,2.5,74.5
108,서울,2017-04-09,10.6,20.5,.5,2.8,59.6
108,서울,2017-04-10,10.1,23.3,,2.8,25.8
108,서울,2017-04-11,11.5,20.2,,3.2,36.8
108,서울,2017-04-12,8.8,16.4,,3.7,21.8
108,서울,2017-04-13,6.3,19.6,0,2.5,54
108,서울,2017-04-14,10.1,17.7,6,3.5,57.9
108,서울,2017-04-15,10.9,24.3,,2.2,59.4
108,서울,2017-04-16,12.9,24.4,,1.4,52.9
108,서울,2017-04-17,11.2,18,5.5,2.2,66.5
108,서울,2017-04-18,9.4,17.4,7.5,2.5,76.5
108,서울,2017-04-19,7,18.4,,2.9,43.1
108,서울,2017-04-20,9.9,18.2,.1,2.3,45.4
108,서울,2017-04-21,7.6,19.3,,2,56.5
108,서울,2017-04-22,8.5,22.5,,2.1,48.4
108,서울,2017-04-23,8.9,21.7,,2.4,40
108,서울,2017-04-24,8.3,21.3,,2.7,39.4
108,서울,2017-04-25,12.9,20.4,,2.7,56.8
108,서울,2017-04-26,10.5,20.2,,3.3,36
108,서울,2017-04-27,7.9,19.8,,3.3,41.8
108,서울,2017-04-28,8.9,21.5,,3,57.3
108,서울,2017-04-29,9.6,23.7,,2.7,44.3
108,서울,2017-04-30,13.7,27.8,,2.6,57.9
108,서울,2017-05-01,12.8,28.3,,1.9,50.8
108,서울,2017-05-02,15.2,28,,2.1,42
108,서울,2017-05-03,14.5,30.2,,2,34.1
108,서울,2017-05-04,14.8,27.5,,2,43.6
108,서울,2017-05-05,15.5,27,,3.2,53.4
108,서울,2017-05-06,10,19.3,,3.8,32
108,서울,2017-05-07,10.9,22.8,,3.2,42.6
108,서울,2017-05-08,11.1,23.5,,2.1,43.6
108,서울,2017-05-09,15.3,22.6,2.5,1.6,62.6
108,서울,2017-05-10,14.2,20.8,2.5,2.5,73
108,서울,2017-05-11,13.1,24.8,0,1.8,65.3
108,서울,2017-05-12,16.8,21.1,,2.1,71.6
108,서울,2017-05-13,12.4,22.6,6,3.1,77.8
108,서울,2017-05-14,11,20.7,,3.7,58.3
108,서울,2017-05-15,12.3,20.1,0,2.8,61.4
108,서울,2017-05-16,13.3,22.3,,2,60.5
108,서울,2017-05-17,12.3,25.9,,2.1,51.5
108,서울,2017-05-18,13.9,26.9,,2.3,41.9
108,서울,2017-05-19,15.1,27.9,,2.6,42.6
108,서울,2017-05-20,15.4,27.3,,2.4,44
108,서울,2017-05-21,16,27.6,,2.3,48.1
108,서울,2017-05-22,15.9,28,,2,53.6
108,서울,2017-05-23,17.2,24.4,5,1.9,68
108,서울,2017-05-24,16.9,27.8,.1,2,60.4
108,서울,2017-05-25,14.4,24.4,,3.4,45.6
108,서울,2017-05-26,12.4,23.2,,2.9,41.5
108,서울,2017-05-27,13.7,26.4,,2.2,46.1
108,서울,2017-05-28,14.4,27.9,,2.7,50.6
108,서울,2017-05-29,18.1,29.3,,2.3,61.8
108,서울,2017-05-30,18.6,30.3,,2.4,43.5
108,서울,2017-05-31,17.7,29.6,,1.9,49.1
108,서울,2017-06-01,20,27,,3.1,51.8
108,서울,2017-06-02,15.5,25.6,0,2.8,37.4
108,서울,2017-06-03,16.1,26.5,,3,44
108,서울,2017-06-04,15.1,28.1,,2.6,36.9
108,서울,2017-06-05,16.4,30.3,0,1.9,33.3
108,서울,2017-06-06,14.5,23.9,15.5,2.5,60
108,서울,2017-06-07,15.1,19.2,12.5,2.4,91.4
108,서울,2017-06-08,15.1,25.9,,2.8,67.3
108,서울,2017-06-09,17.9,25.7,.1,3.3,69.8
108,서울,2017-06-10,16.7,27.5,4.5,2.3,46.8
108,서울,2017-06-11,14.8,29.6,,2.2,33.8
108,서울,2017-06-12,17,28,,2.8,45.5
108,서울,2017-06-13,18.3,25.9,0,2.4,63
108,서울,2017-06-14,17.8,26.8,,2.8,63
108,서울,2017-06-15,18,29.6,,2.5,62.4
108,서울,2017-06-16,20,32.7,,2.2,55.8
108,서울,2017-06-17,20.6,29.9,,2.4,52.3
108,서울,2017-06-18,18.6,31.8,,2.3,52
108,서울,2017-06-19,19.5,30.2,,1.8,50.9
108,서울,2017-06-20,20,32.7,0,2.1,43.4
108,서울,2017-06-21,21.7,31.6,0,2.9,52.6
108,서울,2017-06-22,21.2,30.4,,2.5,57.3
108,서울,2017-06-23,21.3,34.1,,2,53
108,서울,2017-06-24,21.5,27.8,3.5,1.2,60.4
108,서울,2017-06-25,21,28.4,1.5,1.5,75.4
108,서울,2017-06-26,20.1,29.9,29,2.2,76.9
108,서울,2017-06-27,20.8,30.5,0,2.2,67.5
108,서울,2017-06-28,22.5,30.5,,2.1,63.5
108,서울,2017-06-29,21.9,31.5,,2.2,64.8
108,서울,2017-06-30,22.2,30.9,,2.2,65.9
108,서울,2017-07-01,22.4,30.7,.5,2,73.6
108,서울,2017-07-02,21.9,26.8,92,2.5,90.5
108,서울,2017-07-03,21.9,27.4,67.5,3.5,87.6
108,서울,2017-07-04,23.8,31.6,.5,2,74.5
108,서울,2017-07-05,23.3,32.6,,1.5,66.9
108,서울,2017-07-06,23.9,34.6,34,1.7,72.3
108,서울,2017-07-07,24.4,28.4,16.5,2,80.8
108,서울,2017-07-08,24.6,27.6,4.5,2.6,83.3
108,서울,2017-07-09,23.8,30.3,32.5,1,88
108,서울,2017-07-10,22.6,25.4,144.5,2.3,96.5
108,서울,2017-07-11,22.2,30.9,1,2.1,81.4
108,서울,2017-07-12,24.9,31.1,0,2.3,75.9
108,서울,2017-07-13,23.1,32.1,,1.5,71
108,서울,2017-07-14,26.1,33,0,2.1,68.4
108,서울,2017-07-15,23.4,27.3,42.5,2.2,89
108,서울,2017-07-16,23.4,28.8,22.5,1.4,83.4
108,서울,2017-07-17,24,29,7.5,2,77.3
108,서울,2017-07-18,23.9,30.7,2.5,1.6,80.6
108,서울,2017-07-19,24.5,34.1,,1.8,71.4
108,서울,2017-07-20,26,34.9,,2.2,66.1
108,서울,2017-07-21,27.3,32.4,,2.5,73.1
108,서울,2017-07-22,27.5,32.5,.5,2.3,75.8
108,서울,2017-07-23,26.1,28.1,133.5,2.1,89.5
108,서울,2017-07-24,25.6,27.3,3,1.2,82.3
108,서울,2017-07-25,24.6,35.4,,1.9,64.1
108,서울,2017-07-26,24.2,32.8,,2.7,55.6
108,서울,2017-07-27,24.9,29.7,3.5,1.9,62.5
108,서울,2017-07-28,24.8,26.9,8.5,1.5,92.1
108,서울,2017-07-29,25,30.1,0,2.3,72.3
108,서울,2017-07-30,24.7,32.6,,1.9,64.4
108,서울,2017-07-31,24.8,27.1,3.5,1.4,82.3
108,서울,2017-08-01,24.1,33,2,1.7,73
108,서울,2017-08-02,26.6,33,,1.3,71.9
108,서울,2017-08-03,27.2,33.9,,2.2,60.6
108,서울,2017-08-04,25.9,35.3,,2.1,60.1
108,서울,2017-08-05,27.6,34.8,0,1.9,63
108,서울,2017-08-06,28.2,34,5,1.9,71.9
108,서울,2017-08-07,26.4,34.4,,2.4,68.1
108,서울,2017-08-08,25.5,31,,1.9,67.1
108,서울,2017-08-09,24.6,32,2.5,2.3,66.4
108,서울,2017-08-10,23.9,26.3,5.5,2,89.9
108,서울,2017-08-11,23.9,32.4,.5,2.3,72.5
108,서울,2017-08-12,23.2,32.6,,2.1,60.3
108,서울,2017-08-13,24.2,28.4,0,2.8,62.1
108,서울,2017-08-14,23.1,27.1,1.5,3.6,67.5
108,서울,2017-08-15,20.8,24,93.5,3.6,93.8
108,서울,2017-08-16,20.5,26.8,2,3.7,80.5
108,서울,2017-08-17,21.2,27.7,.5,2.1,77.1
108,서울,2017-08-18,23.9,30.6,0,1.3,75.6
108,서울,2017-08-19,23.1,28.7,0,2,75.8
108,서울,2017-08-20,22,25.8,124.5,2.9,95.6
108,서울,2017-08-21,23.7,29.2,5,2.4,81.5
108,서울,2017-08-22,23.4,31.5,,1.9,70.6
108,서울,2017-08-23,24.6,30.2,31.5,2.6,84.1
108,서울,2017-08-24,23.9,28.1,14,4,85.3
108,서울,2017-08-25,22.2,30.6,,1.7,61.9
108,서울,2017-08-26,19,29.2,,2,54.5
108,서울,2017-08-27,19,26.7,0,1.4,62
108,서울,2017-08-28,18.3,26.5,9,1.5,73.1
108,서울,2017-08-29,17,24,,3.2,51.4
108,서울,2017-08-30,16.1,23.9,,1.5,55.8
108,서울,2017-08-31,16.6,27.6,,1.6,62.4
108,서울,2017-09-01,17.1,29.7,,2.2,56
108,서울,2017-09-02,18.6,29.6,,1.8,59
108,서울,2017-09-03,19,29.2,,1.6,64
108,서울,2017-09-04,19.7,30.1,,1.6,53.8
108,서울,2017-09-05,20.4,23.7,0,1.7,62.4
108,서울,2017-09-06,18.5,24,2,1.2,75.5
108,서울,2017-09-07,17.8,27.5,,1.4,73.3
108,서울,2017-09-08,20.4,29.9,,1.7,67.5
108,서울,2017-09-09,19.2,28.2,,1.4,70.1
108,서울,2017-09-10,19.9,26.1,.5,1.4,74.3
108,서울,2017-09-11,18.6,24.6,24,1.7,79.8
108,서울,2017-09-12,17.7,27.9,,1.9,58.6
108,서울,2017-09-13,15.9,27.5,,1.9,49.3
108,서울,2017-09-14,14.8,29.5,,1.7,48.8
108,서울,2017-09-15,17.8,27.9,,3.6,48.4
108,서울,2017-09-16,16.7,27.6,,3.6,50.9
108,서울,2017-09-17,19,29.2,,2.7,51.3
108,서울,2017-09-18,16.4,27.6,,2.1,62.8
108,서울,2017-09-19,20.1,25.8,8,3,79.1
108,서울,2017-09-20,14.1,24.9,,2.4,48.9
108,서울,2017-09-21,14.2,27,,1.6,57.3
108,서울,2017-09-22,15.4,26.8,,2.1,60.8
108,서울,2017-09-23,17.6,27.3,0,1.6,69.8
108,서울,2017-09-24,18.8,27.9,0,2,71.5
108,서울,2017-09-25,17.4,30.1,,1.4,58
108,서울,2017-09-26,19.4,31.4,0,1.9,57
108,서울,2017-09-27,19.9,27.3,.5,1.7,66.4
108,서울,2017-09-28,14.2,25.3,,2.8,49.1
108,서울,2017-09-29,11.2,23.5,,2.2,39.3
108,서울,2017-09-30,14.7,25.9,,1.5,64.9
108,서울,2017-10-01,15.5,21.2,4,2.3,74.8
108,서울,2017-10-02,15.6,29.4,1.5,2.3,62.3
108,서울,2017-10-03,13.4,23.6,,2.3,49.8
108,서울,2017-10-04,10.7,24.3,,1.8,48.5
108,서울,2017-10-05,13.9,23.4,,2.1,56.4
108,서울,2017-10-06,16.2,23.3,.5,2.3,66.4
108,서울,2017-10-07,16.9,28.8,0,1.2,67.6
108,서울,2017-10-08,19.3,28.7,,1.4,66.9
108,서울,2017-10-09,19.8,27.6,0,1.5,66
108,서울,2017-10-10,18.6,24.8,.4,1.3,76.9
108,서울,2017-10-11,12.2,21.7,20,2.9,77.1
108,서울,2017-10-12,8.8,,,2,71
108,서울,2017-10-13,6.1,18.9,,3.2,51
108,서울,2017-10-14,9,20.5,,,42.8
108,서울,2017-10-15,9,23,,1.7,42.5
108,서울,2017-10-16,13.6,22,,1.7,47.6
108,서울,2017-10-17,9.2,23.9,,1.3,47.1
108,서울,2017-10-18,14.2,19.1,.1,2.4,58.8
108,서울,2017-10-19,11.9,23.2,,1.8,58.3
108,서울,2017-10-20,11.1,24.2,,1.5,58.6
108,서울,2017-10-21,11,25.2,,1.3,52.8
108,서울,2017-10-22,11,23.5,,3.1,50.4
108,서울,2017-10-23,8.6,20.6,,1.4,47
108,서울,2017-10-24,9.9,20.9,,1.9,54.3
108,서울,2017-10-25,9.5,20.6,,1.5,59
108,서울,2017-10-26,10.7,18.1,,1.2,56.5
108,서울,2017-10-27,11.9,24.2,,1.2,54.4
108,서울,2017-10-28,10.6,24.8,,2,51.9
108,서울,2017-10-29,6.3,17.2,,3.3,45.6
108,서울,2017-10-30,2.5,13.2,,2.4,27.4
108,서울,2017-10-31,3.6,16,,1.8,54.3
